student_id,first_name,last_name,age,major,GPA,enrollment_date,graduation_date,advisor,study_mode,stuDent_loCAtion,duplicate_id,misc_notes,temporary_code,student_notes,is_graduated,name_combined,archived
837,Gloriane,Mc Coughan,24,History,2.98,2020-08-22,01/22/2025,Gloriane Mc Coughan,Full-time,,837-dup,Advisor not assigned,,,No,"Mc Coughan, Gloriane",False
562,Hermie,Vopght,24,Biology,3.7,11/26/2021,04/10/2025,Hermie Vooght,Part-time,,562 extra,Good,XYZ562,,0,,True
181,dhlo,Ratcliffe,25,Computer Science,0.67,10/24/2020,2024-05-16, Chlo Ratcliffe ,Full-time,,181 extra,N/A,,,No,"Ratcliffe, dhlo",False
566,Dionysus,Dewsnap,18,HISTORY,0.81error,04/04/2021,11/05/2024,Dionysus Dewsnap,Part-time,off campus,566-repeat,OK,,Correct GPA,False,,False
138,Lita,Costellow,18,Historq,1.03,2019-03-31,09/20/2023,Lita Costellow,Full-time, On-Campus ,138,N/A,,Needs review,0,,False
164,Tan,,18,Computer Science,10.69,09/07/2021,2023-03-14,Tan Dugood,Part-time,on-campus,164-repeat,Advisor not assigned,,Correct GPA,False,,False
170,Broddy,Ckbb,-5,Biology,0.79error,2020-04-25,01/21/2023,Broddy Cobb,Full-time, On-Campus ,170-dup,Good,,,No,,True
585,,borchardt,twenty-five,Biology,10.68,03/20/2019,2025-07-16,Chuck Borchardt,Hybrid,,585,Advisor not assigned,,,0,,False
616,Wyn,Gorry,23,History,good,2019-05-28,10/18/2024,Wyn Gorry,Full-time,off campus,616_,N/A,,,Yes,,False
593,Evne,Brewood,21,,invalid,garbled_date,2025-08-06,Evie Brewood,Full-time,oncampus ,593-repeat,N/A,,,1,,False
858,Annissa,Bassano,20,biology,1.76,02/02/2021,2024-06-30,Annissa Bassano,Part-time,on-campus,858 extra,Check GPA,,,0,,False
269,Rhona,Wodeland,unknown,,1.15,2019-10-10,08/15/2025,Rhona Wodeland,Full-time,on-campus,269 extra,N/A,,Advisor issue,False,"Wodeland, Rhona",False
452,Gabe,Exblow,21,Computer Science,2.02error,07/27/2020,invalid-date,Gabe Emblow,Full-time,off campus,452 extra,Check GPA,,,True,,False
159,Corissa,Flannary,23,Biology,0.4,07/16/2019,11/24/2025, Corissa Flannery ,Full-time,off campus,159-repeat,Advisor not assigned,ABC999,,Yes,"Flannary, Corissa",False
13,Janel,Gosneye,20,History,1.5,2019-09-21,2025-04-26, Janel Gosneye ,Part-time,oncampus ,13-dup,N/A,,,True,,False
193,Kirstyn,Swainger,25,History,2.46,07/16/2021,2024-09-09,Kisstyn Swainger,Full-time,on-campus,193 extra,Advisor not assigned,,,1,,True
657,Felic,Stummeyer,18,Computer Science,0.34,2019-08-08,02/05/2024,Felic Stummeyer,Full-time,on-campus,657-repeat,Check GPA,ABC999,Advisor issue,False,"Stummeyer, Felic",False
229,Shandy,O'Regan,19,,invalid,garbled_date,02/28/2025,Shandy O'Regan,Full-time,off campus,229,OK,,,0,,False
973,Moe,Brimley,25,,0.72,03/23/2021,2025-06-16,Moe Brimley,Full-time,off campus,973_,,ABC999,,True,,False
884,Kristoxer,Dominichetti,22,Biology,1.31,2019-07-12,10/24/2023,Kristofer Dominichetti,Full-time,on-campus,884,,,,1,,False
802,Amelina,Grimoldby,22,Computer Science,1.08,2021-02-05,2025-05-26,Amelina Grimoldby,Part-time,,802 extra,Needs follow-up,,,True,,False
423,,Lochmead,unknown,Computer Science,2.38,2021-10-06,04/18/2024, Carmelle Lochhead ,Online,on-campus,423-repeat,OK,,,0,,False
198,Clevie,Houdhury,22,CompSci,0.55,2019-04-09,03/28/2023, Clevie Houdhury ,Full-time,on-campus,198-repeat,Needs follow-up,XYZ198,,1,,False
957,Wally,Dnnnersberg,24,Biology,2.21,2020-07-02,2024-06-11,Wally Donnersberg,Full-time,OFFCAMPUS,957-dup,Check GPA,ABC999,,False,,False
98,qara,Fitzsymonds,21,,invalid,garbled_date,11/20/2024,Tara Fitzsymonds,Full-time, On-Campus ,98 extra,N/A,ABC999,,No,,False
672,Twihnn,Lowther,25,Computer Science,3.61,2020-03-09,2025-02-04,Twila Lowther,Part-time,on-campus,672-repeat,Check GPA,,,No,,False
416,Wernher,Davy,twenty-five,Computer Science,12.6,11/23/2021,2025-05-05,Wernher Davy,Full-time,on-campus,416,Advisor not assigned,,,Yes,,False
358,Yethn,Murricanes,20,History,10.89,05/27/2021,2023-11-08,Yettie jurricanes,Full-time,OFFCAMPUS,358-dup,OK,,,True,,False
546,Livvie,Bastow,19,Computer Science,good,09/25/2019,2024-08-29,Livvie Bastow,Full-time,on-campus,546 extra,OK,,,No,,False
35,Frayda,Klasing,18,Biology,15.0,2020-03-10,2025-11-19,Frayda Klasing,Online,OFFCAMPUS,35-dup,Check GPA,,,False,,False
544,,MacGowing,30,CompSci,1.17,2021-09-04,2024-06-11,Ferdinande MycGowing,Hybrid,off campus,544 extra,Needs follow-up,,,False,,False
565,Konstance,Bonicelli,24,Computer Science,3.33,2021-06-16,2024-11-16,Konstance Bonicelli,Online,on-campus,565,Needs follow-up,,,No,,False
33,Caly,McFee,18,CompSci,0.26,09/08/2019,,Callie McFee,Part-time,oncampus ,33,Needs follow-up,ABC999,Advisor issue,False,,False
367,Ramhn,Ivushkin,21,,invalid,garbled_date,2024-07-01, Ramonda Ivushkin ,Full-time,off campus,367-repeat,OK,,Correct GPA,True,,False
162,Elfhn,Hebburn,24,Biology,0.62,2020-10-02,10/06/2025,Elfrida Hebburn,Online,on-campus,162-dup,,,,No,,False
101,Charley,Danher,20,History,0.29,2020-10-02,2024-11-05,Charley Danher,Part-time,oncampus ,101,N/A,,,False,,False
444,Bond,Noirel,twenty-five,BIOLOGY,0.25,2021-12-04,2024-12-08,Bond Noirel,Part-time,on-campus,444-repeat,N/A,,Needs review,Yes,"Noirel, Bond",False
308,Land,Lethibridge,24,Biology,1.74,10/21/2024,2019-10-25, Land Lethibridge ,Full-time,off campus,308,N/A,,Needs review,True,,False
448,Jennifer,Brosoli,24,bionogy,1.8,05/25/2021,03/15/2024,Jennifep Brosoli,Part-time,on-campus,448_,Needs follow-up,XYZ448,Correct GPA,Yes,,False
272,Reinald,Semmens,18,,invalid,garbled_date,2023-02-05,Reinald Semmens,Online,oncampus ,272-dup,Good,ABC999,Needs review,0,,False
865,Adam,Ruddell,102,Biology,15.0,2021-07-03,2023-11-25, Adam Ruddell ,Full-time,on-campus,865-dup,Check GPA,,,0,,False
507,Maureene,Chisman,21,History,2.73,06/11/2020,03/23/2025,Maureene Chisman,Part-time, On-Campus ,507-dup,N/A,,,Yes,,False
905,Eduardo,Tow,22,History,1.17,2024-01-21,03/30/2019,Eduardo Tow,Full-time,on-campus,905,Needs follow-up,,,True,,False
199,Oralia,Wenderott,24,Computer Science,0.5,11/05/2023,,Oralia Wenderott,Full-time,oncampus ,199-dup,N/A,,,False,,False
328,Zoraaa,Skoggins,23,,3.11,06/26/2020,2023-05-28,,Full-time,on-campus,328_,Needs follow-up,,,False,,False
464,Merell,Barnardo,18,,invalid,garbled_date,12/10/2023,Merell Barnardo,Full-time,on-campus,464 extra,N/A,,Advisor issue,1,,False
391,Westley,Hadden,25,computer science,1.32,11/16/2023,07/20/2020,Westley Hadden,Full-time, On-Campus ,391,,,,False,,False
374,Christiano,Palluschek,24,History,2.76,07/28/2021,2023-06-24,Christiano Palluschek,Full-time,oncampus ,374,OK,,,False,,False
651,Bruce,Treagust,23,Computer Science,3.44,invalid-date,2023-07-15,Bruce Treagust,Part-time,oncampus ,651-repeat,Check GPA,XYZ651,,False,,False
789,Leell,McCow�n,19,Biology,0.25,01/14/2019,2024-03-05, Lyell McCowan ,Online,on-campus,789,N/A,,,Yes,,False
314,Lucila,Morriss,23,Computer Science,0.31,11/11/2019,2024-06-19,Lucila Morriss,Full-time,on-campus,314-dup,Check GPA,,,No,,False
397,Roselle,Geekin,28,,1.42,2020-02-10,05/19/2023,Roselle Geekin,Hybrid,on-campus,397_,Needs follow-up,,,False,,False
36,Blancha,Mugford,24,Biology,1.8,12/26/2019,09/20/2024, Blancha Mugford ,Hybrid, On-Campus ,36-dup,Needs follow-up,,,No,,False
806,Ariella,,17,Biology,0.68,09/11/2020,2024-01-10,Ariella Carlow,Hybrid,on-campus,806-dup,Advisor not assigned,,Advisor issue,Yes,,False
312,Constance,Pedican,21,History,2.01,2019-01-04,2023-01-08,Constance Pedican,Full-time,oncampus ,312-dup,Advisor not assigned,,,No,"Pedican, Constance",True
44,Kelsey,Bevington,25,Biology,1.98,2019-12-09,09/17/2025,Kelsey Bevington,Full-time, On-Campus ,44_,Good,,,1,"Bevington, Kelsey",False
201,Guillema,Parrett,15,Biology,2.66,02/26/2021,,Guileema Parrett,Full-time,off campus,201 extra,Good,XYZ201,,No,"Parrett, Guillema",False
650,Hashim,Lorkins,unknown,Biologn,15.0,2020-04-22,08/29/2024,Hashim Lorkins,Full-time,,650,Check GPA,,,No,,False
351,Tamiko,Gisburne,2 decades,Biology,10.61,03/26/2021,2024-10-21,Tamiko Gisburne,Part-time, On-Campus ,351_,Good,,,No,,False
353,Fianna,Andrus,19,,1.07,02/28/2021,04/14/2023, Fianna Andrus ,Hybrid,on-campus,353 extra,,,,No,,False
377,Fdehnn,Huggin,24,History,11.14,,03/31/2025,Frederique Huggin,Part-time,off campus,377-dup,Advisor not assigned,XYZ377,Advisor issue,False,,False
227,Eddy,Hutable,19,Biology,2.36,2020-01-14,05/04/2025,Eddy Hutable,Hybrid,off campus,227-repeat,N/A,,,True,,False
122,Dal,Shutler,21,,1.54,2021-04-25,05/05/2023, Dal Shutler ,Full-time,oncampus ,122-dup,OK,XYZ122,Correct GPA,False,,False
863,Vittorio,Yukhnini,21,Biowogy,0.72,,12/09/2023,Vittorio Yukhnini,Online,off campus,863-dup,N/A,,,Yes,,False
908,Chery,Dorcey,21,COMPUTER SCIENCE,2.19,03/14/2020,2024-12-19,Chery Dorcey,Full-time,on-campus,908 extra,N/A,,,No,"Dorcey, Chery",False
341,Ranee,Arnout,19,Computer Science,3.15,2020-09-12,2024-12-26, Ranee Arnout ,Part-time,off campus,341-dup,Check GPA,,,No,,False
830,Humfrid,Stermac,19,COMPUTER SCIENCE,2.45,06/19/2019,2023-03-16,Humfrid Sterman,Full-time,on-campus,830_,Check GPA,ABC999,,No,,False
502,Grissel,,21,history,3.93,12/07/2021,04/27/2024,,Full-time,OFFCAMPUS,502_,Advisor not assigned,,,1,", Grissel",False
855,Honhnn,Kuschke,21,,invalid,garbled_date,02/18/2023, Honey Kuschke ,Full-time,off campus,855-dup,Advisor not assigned,,,0,,False
752,Estell,Beaford,25,Biology,1.88,2019-02-17,2023-05-03, Estell Beaford ,Full-time,off campus,752-dup,Advisor not assigned,,Needs review,False,,False
316,Maurine,Neat,21,CompSci,2.39,2019-03-16,01/23/2023,Maurine Neat,Part-time, On-Campus ,316_,N/A,XYZ316,Needs review,No,,False
426,Lusa,Schimpke,21,,invalid,garbled_date,2024-12-12, Lusa Schimpke ,Part-time,on-campus,426-repeat,Check GPA,XYZ426,Correct GPA,1,,True
44,Kelhn,Bevington,25,Biology,1.98,2019-12-09,09/17/2025,Kelsey Bevington,Full-time, On-Campus ,44_,Good,,,No,,False
640,Danyelle,Echalie,19,Computer Science,1.1,2020-08-19,05/09/2024,,Hybrid,on-campus,640-dup,N/A,XYZ640,,True,,False
310,C�rt,wellee,21,Biology,1.77,12/06/2023,03/24/2021,Cort Bellee,Full-time,off campus,310,N/A,ABC999,,False,,False
508,Cheri,Leasor,25,Biology,0.14,2019-02-13,2024-05-11,Cheri Leasor,Part-time,,508_,,XYZ508,Correct GPA,0,,True
206,Melonie,Clawley,19,Biology,1.34error,01/17/2020,2025-09-09,Melonie Cuawley,Part-time,OFFCAMPUS,206 extra,N/A,,,No,,True
49,Vassili,Loxton,22,,invalid,garbled_date,12/29/2023, Vassili Loxton ,Full-time,oncampus ,49 extra,Advisor not assigned,,Advisor issue,True,"Loxton, Vassili",False
898,Dannie,Kleanthous,24 months,Historv,2.0error,2021-02-23,02/07/2024, Dannie Kleanthous ,Part-time,OFFCAMPUS,898 extra,N/A,,Needs review,False,,False
343,Amandie,Cornelissen,24,History,2.09,invalid-date,2024-08-01,Amagdie Cornelissen,Full-time,off campus,343-dup,N/A,,,True,,False
51,Caressa,Veldens,18,Computer Science,1.0,2019-10-15,2025-10-17,Caressa Veldens,Online,oncampus ,51_,N/A,XYZ51,,Yes,,False
559,Yul,McQueen,30,,invalid,garbled_date,03/01/2024,Yul McQueen,Part-time,on-campus,559-dup,OK,,,1,,True
631,Cilka,,23,Biology,3.72,2019-06-02,2023-10-12,Cilka Yurkin,Hybrid,off campus,631-dup,Advisor not assigned,XYZ631,,No,,False
578,Kristan,Jesse,20,Computer Science,2.38,2020-10-20,05/25/2023, Ktistan Jesse ,Online,off campus,578-dup,N/A,,,False,,False
969,Jenda,Lrngland,24 months,Histlry,12.78,09/20/2019,11/03/2024,Jenda Longland,Part-time, On-Campus ,969-repeat,Good,,,No,"Lrngland, Jenda",False
873,Joshuah,Bartolijn,24,Biology,0.12,invalid-date,invalid-date,Joshuah Bartolijn,Part-time,oncampus ,873-repeat,Advisor not assigned,ABC999,,No,,False
190,Hale,Rubenczyk,18,Biology,1.85,,2024-02-24,Hale Rubenczyk,Full-time,OFFCAMPUS,190 extra,Check GPA,ABC999,,0,,True
367,Ramonda,Ivushkin,21,,invalid,garbled_date,2024-07-01, Ramonda Ivushkin ,Full-time,off campus,367-repeat,OK,,,Yes,,False
972,Madonna,Hazefdean,25,History,0.26,07/06/2021,2024-04-06,Madonna Hazeldean,Part-time,off campus,972-dup,N/A,,,No,,False
823,Sloan,Calderon,24,Biology,2.82,12/07/2019,2025-06-01,Sloan Calderon,Online,off campus,823_,Check GPA,,,False,"Calderon, Sloan",False
123,,Ebbutt,24 months,,0.1,invalid-date,09/03/2023,Davis Ebbutt,Full-time,off campus,123-repeat,N/A,,Correct GPA,0,"Ebbutt, ",False
214,Correy,Yakovitch,18,Computer Science,13.36,06/26/2019,04/10/2025, Correy Yakovitch ,Part-time,on-campus,214,Needs follow-up,,,No,"Yakovitch, Correy",False
724,Larry,,19,History,2.46,01/21/2021,11/09/2025,Larry Bushnell,Full-time, On-Campus ,724-dup,,ABC999,Advisor issue,No,,False
722,Giraud,Birchenough,18,Biology,3.98,06/12/2019,12/21/2025,Giraud Birchenough,Part-time,on-campus,722,N/A,XYZ722,Advisor issue,True,,False
740,Kev,Kondratovich,22,History,0.36,invalid-date,11/17/2025,Kev Kondratovich,Part-time,on-campus,740-dup,Good,,,True,,False
31,Tann,Shrednan,23,History,-3.0,2019-02-15,2024-06-10,Tann Shreenan,Full-time,off campus,31_,Advisor not assigned,,Correct GPA,True,,False
718,Quiy,Mcrullen,18,history,3.29,2021-11-08,12/03/2023, Quintina McCullen ,Hybrid,off campus,718-dup,Advisor not assigned,,,No,"Mcrullen, Quiy",False
99,Atlante,Billion,22,History,1.57,01/06/2021,2025-12-02,,Full-time,oncampus ,99 extra,Needs follow-up,XYZ99,,No,,False
157,,Brecknell,22,Computer Science,1.06,invalid-date,05/28/2021,Noak Brecknell,Full-time,off campus,157,N/A,,Correct GPA,0,,False
983,Tiffanie,Sagerson,23,Biology,2.19,2020-02-16,2024-10-24, Tiffanie Sagerson ,Part-time,,983,Advisor not assigned,XYZ983,,No,,False
548,Melisande,Smither,20,History,2.25,2019-08-12,01/19/2023,Meliaande Smither,Part-time,on-campus,548-dup,Check GPA,XYZ548,,Yes,,False
850,Abbie,Pettman,25,history,2.37,11/16/2020,10/22/2023,,Full-time,off campus,850_,Needs follow-up,,,Yes,"Pettman, Abbie",False
568,Jareb,Strettelf,-5,Biology,15.0,invalid-date,2024-04-13, Jareb Strettell ,Full-time, On-Campus ,568-repeat,Check GPA,,,Yes,,False
743,Breanne,McKeand,22,,2.09,03/08/2020,2025-05-28,Breanne McKeand,Part-time,,743-repeat,,XYZ743,Needs review,True,,False
209,Briggs,Gorrie,21,History,13.4,2020-01-21,08/30/2023,BriggsdGorrie,Full-time,on-campus,209_,N/A,ABC999,Advisor issue,True,,False
504,Gerhn,Tomkiss,24 months,Biology,0.33,2020-01-12,06/25/2023, Gertrude Tomkiss ,Full-time, On-Campus ,504_,Advisor not assigned,,,Yes,"Tomkiss, Gerhn",True
871,Isaac,Kayley,18,Hcstory,3.45,11/16/2020,04/24/2023,Isaac Kayley,Hybrid,oncampus ,871,N/A,,Needs review,True,,False
134,Brander,Godard,18,History,3.27,04/25/2020,08/15/2025,Brander Godard,Full-time,off campus,134-repeat,Advisor not assigned,,,True,"Godard, Brander",False
818,Niel,Bilovsky,18,,invalid,garbled_date,02/06/2023,Niel Bilovsky,Part-time,OFFCAMPUS,818_,Needs follow-up,,,0,"Bilovsky, Niel",False
129,Sherye,Magauqan,twenty-five,,0.13,02/05/2021,10/23/2025, Sherye Magauran ,Full-time,,129 extra,N/A,,,True,,True
675,Pollyanna,Paslow,19,History,1.81,2021-09-17,07/24/2025, Pollyanna Paslow ,Part-time,on-campus,675-dup,Good,ABC999,,No,"Paslow, Pollyanna",False
514,Mariette,Saintsbury,18,Biology,0.91,03/07/2019,11/18/2025,Mariette Saintsbury,Part-time,off campus,514_,OK,,Correct GPA,Yes,,False
811,hn,Barwise,24,History,good,invalid-date,09/01/2021, Loree Barwise ,Online, On-Campus ,811-repeat,Check GPA,,,1,,False
368,Ruddie,Hawkins,19,History,3.0,09/07/2021,04/18/2023,Ruddie Hawkins,Full-time,off campus,368,OK,,Advisor issue,False,"Hawkins, Ruddie",False
70,Lisette,Strothers,21,,-0.08,08/22/2023,10/12/2021,,Full-time,on-campus,70 extra,N/A,ABC999,,Yes,"Strothers, Lisette",False
475,Lu,Robertet,21,,invalid,garbled_date,02/16/2024,Lu Robertet,Online,off campus,475,Needs follow-up,,,No,,True
441,,,twenty-five,Computer Science,2.46,02/17/2020,03/29/2024,Forster Stitcher,Part-time,on-campus,441-dup,Good,ABC999,,True,,False
588,,Yurlov,24,Computer Science,3.14,07/15/2019,2025-12-16, Mitchell Yurlov ,Part-time,on-campus,588-dup,Advisor not assigned,,,False,"Yurlov, ",False
709,Florentia,yeus,22,Computer Science,2.45,2019-02-18,10/31/2023, Florentia Meus ,Part-time, On-Campus ,709-repeat,,XYZ709,,Yes,,False
334,Ellswerth,Ch�son,21,,invalid,garbled_date,2025-11-30,Ellswerth Chason,Hybrid,on-campus,334-dup,Good,,Correct GPA,1,,False
256,Aldric,Diss,20,Biology,0.26,2020-03-05,07/17/2025,Aldric Diss,Full-time,on-campus,256_,Advisor not assigned,,Advisor issue,True,"Diss, Aldric",False
930,Carena,Spillard,unknown,Biology,1.31,03/21/2021,2024-08-22,Carena Spillarn,Part-time,off campus,930_,N/A,,,True,,False
912,Henhn,Osanne,19,History,3.94,06/30/2021,2024-02-15,Hendrick Osanne,Online,off campus,912,Needs follow-up,,,Yes,,False
205,Dario,Tansley,24 months,History,1.05,09/24/2020,2023-02-09,Dario Tansley,Full-time,oncampus ,205 extra,Needs follow-up,ABC999,,No,,True
903,Mannie,Giamitti,twenty-five,History,1.82,2019-05-13,2025-09-03, Mannie Giamitti ,Part-time,oncampus ,903-dup,N/A,,,1,"Giamitti, Mannie",False
610,Etta,Millican,24,CompSci,good,12/29/2020,03/06/2025,Etta Millican,Full-time,off campus,610 extra,N/A,,,No,"Millican, Etta",False
525,Leeland,Brogden,18,Biology,good,2021-11-09,09/22/2025,Leeland Brogden,Full-time,off campus,525 extra,Advisor not assigned,,Needs review,No,"Brogden, Leeland",False
528,Manfred,,25,Computer Science,0.67,2021-07-24,2025-09-09, Manfred Bilovus ,Full-time,off campus,528-repeat,N/A,ABC999,,No,,False
703,Sadt,Sinclaire,24 months,Biology,1.78,2019-06-23,04/26/2023,,Full-time,on-campus,703 extra,Needs follow-up,,Correct GPA,Yes,,False
132,Shirlene,M�rkie,21,,invalid,garbled_date,,khirlene Markie,Full-time,off campus,132_,N/A,ABC999,,False,,False
626,Midge,Rohlfing,twenty-five,History,0.52,01/14/2020,2024-11-22,Midge Rohlfing,Online,on-campus,626 extra,Check GPA,,,No,,False
717,Chariot,Lofting,21,CompSci,1.52,11/24/2019,02/20/2024,Chariot Lofting,Online,on-campus,717 extra,Advisor not assigned,,,False,,False
113,Tracie,Fishlock,25,,invalid,garbled_date,03/07/2024,Tracie Fishlock,Full-time, On-Campus ,113 extra,Needs follow-up,XYZ113,Correct GPA,1,,False
237,Gustav,Hegel,21,Biology,0.19,2020-08-07,2023-01-28, Gustav Hegel ,Full-time,oncampus ,237 extra,Check GPA,ABC999,,1,,False
375,Roxana,,17,Biology,0.59,09/17/2021,2023-12-06, Roxana Ceccoli ,Full-time,on-campus,375_,Good,,,No,,False
151,Osbourne,Towson,22,BIOLOGY,1.34,12/30/2021,2023-04-20,Osbourne Towson,Full-time,off campus,151 extra,N/A,,,True,,False
337,Pegeen,Petry,20,Histbry,10.45,2021-01-19,10/06/2025, Pegeen Petry ,Full-time, On-Campus ,337,Needs follow-up,,,Yes,,False
250,Erena,Rex,18,Computer Science,2.24,2021-12-28,,Erena Rex,Full-time, On-Campus ,250-repeat,Check GPA,XYZ250,,No,,False
545,Lorne,Marchment,21,History,2.05,03/03/2020,08/24/2025,Lorne Marchment,Full-time,on-campus,545 extra,N/A,,Needs review,True,"Marchment, Lorne",False
792,Dorisa,Magee,23,Biology,0.46,02/26/2020,05/16/2025,Dorisa Magee,Part-time,off campus,792_,Needs follow-up,,Correct GPA,False,"Magee, Dorisa",True
727,Lavina,Surmeir,18,History,1.24,2019-06-24,04/06/2023,Lavina Surmeir,Full-time,off campus,727,Needs follow-up,,Correct GPA,False,,False
396,Mylgs,Babrip,19,Computer Science,2.9,04/04/2021,2025-02-20,Myles Batrip,Full-time,off campus,396 extra,N/A,XYZ396,Needs review,Yes,,False
808,Ody,Torrie,102,Biology,good,2024-09-20,2020-08-19, Ody Torrie ,Part-time,off campus,808_,N/A,,,1,,False
787,Elene,Seignior,15,Biology,2.73,2019-07-26,05/30/2025,Elene Seignior,Part-time,off campus,787-repeat,OK,ABC999,,No,"Seignior, Elene",False
678,Verna,Chaplin,23,Computer Science,2.26,2021-10-16,2024-09-21,Verna Chaplin,Part-time,on-campus,678-dup,N/A,ABC999,Needs review,No,,False
22,Janetta,Crossfield,21,Computer Science,1.97,08/13/2020,10/10/2025, Janetta Crossfield ,Online,on-campus,22 extra,Needs follow-up,,,False,,False
513,Alvie,Fudger,19,Biology,3.03,,,Alvie Fudger,Part-time,off campus,513_,Needs follow-up,XYZ513,,Yes,,False
849,C�shnn,Eusden,18,Computer Science,0.63,2019-06-09,06/05/2025,Costa Eusden,Part-time,,849-repeat,OK,,,1,,False
318,Janella,Flewin,19,Computer Science,15.0,2020-01-13,01/24/2023,Janella Flewin,Full-time,on-campus,318-dup,Check GPA,XYZ318,,0,"Flewin, Janella",False
840,Farly,Vlasyuk,24 months,Biology,0.84,2021-08-28,2023-02-05,Farly Vlasyuk,Online,oncampus ,840-dup,Good,ABC999,,True,,False
74,Benn,Bottomore,21,Biology,3.51,2021-09-26,2025-11-09,Benn Bottomore,Full-time,on-campus,74_,Check GPA,,,Yes,,False
660,Wildon,Thring,25,,15.0,2019-06-09,2025-02-18,Wildon Thring,Full-time,on-campus,660,Check GPA,,,1,,False
759,Melly,,19,CompSci,1.01,07/23/2020,2024-10-03,Melly Cicculini,Online,oncampus ,759-repeat,Needs follow-up,,Advisor issue,Yes,,False
949,Burl,Pr�undl,29,Computer Science,2.08,12/11/2020,2023-02-28,Burl Praundl,Full-time,off campus,949,N/A,,,Yes,,False
924,Sandro,Sambedge,25,Computer Scienle,0.08,2021-02-04,04/21/2024,Sandro Sambedge,Full-time, On-Campus ,924,Check GPA,,Advisor issue,False,,False
438,Orlan,Darby,19,CompSci,2.01,12/05/2019,06/02/2025,Orlan Darby,Full-time,OFFCAMPUS,438-dup,Needs follow-up,,,No,"Darby, Orlan",False
704,Jeannie,Syddie,25,,invalid,garbled_date,2025-01-26, Jeannie Syddie ,Full-time,on-campus,704 extra,N/A,ABC999,,No,,False
931,Demetri,Parrot,24 months,,2.6,2019-02-24,10/05/2023,Demetri Parrot,Full-time,off campus,931 extra,Needs follow-up,XYZ931,,No,,False
231,Elinere,Boucher,25,COMPUTER SCIENCE,3.58,04/07/2019,10/15/2023,Elinore Blucher,Full-time,oncampus ,231-dup,Check GPA,,Advisor issue,0,,False
515,Etty,Fawltey,unknown,Biology,1.7error,2021-05-08,2023-10-12, Etty Fawltey ,Part-time,on-campus,515 extra,Needs follow-up,XYZ515,,No,,False
665,Drucill,Bl�nnin,20,Computer Science,2.9,2021-02-05,2023-01-08, Drucils Blannin ,Part-time,on-campus,665-repeat,Needs follow-up,,,True,,False
816,Giana,Davydychev,22,Biology,0.18error,01/03/2020,01/30/2023,Giana Davydychev,Part-time, On-Campus ,816,N/A,XYZ816,Advisor issue,True,,False
320,Ashy,Sudy,20,Computer Science,3.83,2021-04-06,2023-11-11,Ashly Sudy,Full-time,oncampus ,320_,Check GPA,,,Yes,,False
894,Claudelle,Dunk,20,,invalid,garbled_date,12/19/2025,Claudelle Dunk,Part-time, On-Campus ,894_,,,,No,,False
666,Barth,Winspurr,20,COMPUTER SCIENCE,3.24,10/04/2021,09/21/2023, Barth Wiqspurr ,Full-time,oncampus ,666,Advisor not assigned,,Needs review,True,,False
516,Alix,Viger,24,Biology,0.89,02/11/2019,11/24/2025, Alix Viger ,Part-time, On-Campus ,516,Good,ABC999,,No,"Viger, Alix",False
864,Emmit,Orsman,twenty-five,,2.11,2019-05-11,2025-04-10, Emmit Orsman ,Full-time,,864 extra,Check GPA,XYZ864,,No,,False
673,Sven,Antoszewski,18,History,0.62,06/13/2019,2025-06-05,Sven Antoszewski,Online,OFFCAMPUS,673-repeat,N/A,,,No,"Antoszewski, Sven",False
887,Sherwood,,23,,11.59,2021-05-18,2023-11-01,Sherwood Orrinme,Full-time,oncampus ,887-repeat,N/A,,,No,,False
934,hn,Snoxall,23,History,1.35,05/08/2023,2021-07-29,Culley Snoxall,Online,on-campus,934-repeat,N/A,,Correct GPA,True,"Snoxall, hn",False
116,Natassia,Bergeon,19,Computer Science,3.17,03/19/2019,05/26/2024, Natassia Bergeon ,Part-time, On-Campus ,116,OK,,Needs review,1,,False
447,Galvax,Hardwich,24,Computer Science,11.78,,11/17/2023,Galvan eardwich,Full-time, On-Campus ,447 extra,,,,1,"Hardwich, Galvax",False
669,Padget,Cosgry,24 months,CompSci,0.14,05/23/2019,05/23/2023,Padget Cosgry,Full-time,OFFCAMPUS,669_,Advisor not assigned,XYZ669,Advisor issue,False,,True
478,Quincey,Golthorpp,18,Biology,2.56,07/31/2020,12/23/2024,,Full-time,off campus,478 extra,Advisor not assigned,XYZ478,,No,,False
733,Koenraad,Ogan,24,Computer Science,1.16,09/18/2025,2020-05-01, Koenraad Ogan ,Part-time,oncampus ,733 extra,Advisor not assigned,,Advisor issue,False,"Ogan, Koenraad",False
197,Correna,Biddulph,19,Computer Science,1.5,07/07/2020,invalid-date, Correna Biddulph ,Full-time, On-Campus ,197-dup,OK,ABC999,,False,,False
614,Blakeley,Skoughm�n,20,,-3.0,02/26/2021,11/17/2025, Blakeley Skoughman ,Full-time,on-campus,614-repeat,Advisor not assigned,,Correct GPA,True,,False
988,Bray,Grieber,23,History,15.0,2019-08-20,2025-09-26,Brandy Grieger,Full-time,on-campus,988-dup,Check GPA,ABC999,Correct GPA,1,,False
992,Port,Knok,22,Biology,3.29,2020-06-04,12/25/2025, Port Knok ,Part-time,on-campus,992-dup,Check GPA,,,1,,False
