student_id,first_name,last_name,age,funds,major,GPA,enrollment_date,graduation_date,advisor
292,Conni,De Ruggero,21,1008537.03,Computer Science,1.51,4/7/2020,5/15/2024,Conni De Ruggero
293,Fidel,,21,,Computer Science,3.51,11/20/2019,8/23/2025,Fidel Henighan
294,Holt,,20,18996776.32,Biology,1.95,11/28/2020,9/2/2025,Holt Haken
295,Gaylord,Todeo,18,57252890.84,History,3.23,4/20/2021,9/26/2025,Gaylord Todeo
296,Jeddy,Giannini,20,,History,3.89,6/8/2019,5/6/2024,
297,Phillida,Ginglell,20,49425416.63,Biology,2.34,9/27/2021,7/3/2024,Phillida Ginglell
298,Augie,,21,22943913.88,History,0.34,8/11/2021,7/5/2024,Augie Izakson
299,Wash,,25,36758018.81,Biology,3.05,1/6/2020,2/13/2025,Wash Trafford
300,Tanny,,22,62661356.92,Computer Science,0.05,1/21/2019,1/13/2024,Tanny Spyby
301,Ardenia,Leschelle,22,,Biology,0.28,6/23/2021,12/27/2024,Ardenia Leschelle
302,Gard,Speir,20,,Biology,1.93,11/25/2019,7/3/2025,Gard Speir
303,Marlyn,Wyant,25,19542613.32,History,1.0,5/9/2021,2/4/2023,Marlyn Wyant
304,Catlaina,Benedict,19,72447082.53,History,0.81,6/29/2020,10/10/2023,Catlaina Benedict
305,Katharyn,Iacapucci,22,88465308.49,Computer Science,1.69,4/6/2020,4/2/2024,
306,Haslett,,23,83442542.49,Computer Science,0.34,7/6/2020,9/18/2024,Haslett Priestley
307,Martie,,18,37607466.92,Computer Science,1.78,1/8/2020,4/19/2023,Martie St Angel
308,Barbee,Sugar,23,5195624.71,Biology,0.91,4/18/2019,12/1/2024,Barbee Sugar
309,Umberto,,20,54372475.46,Biology,0.67,2/24/2020,12/4/2025,Umberto Skace
310,Jeramie,,25,,Biology,1.29,10/22/2021,11/15/2024,Jeramie Tettley
311,Ellen,,22,40490723.59,History,0.89,6/13/2020,6/22/2025,Ellen Achurch
312,Kenton,Armatage,21,68106432.01,History,3.81,6/23/2021,10/2/2024,Kenton Armatage
313,Romona,Pedrazzi,18,,History,2.35,10/21/2021,8/24/2025,
314,Roana,,21,,Computer Science,2.65,5/8/2021,11/27/2025,Roana O'Nion
315,Edgardo,Farrent,19,28855219.68,Biology,0.91,1/13/2019,8/1/2023,Edgardo Farrent
316,Menard,Litherborough,23,79393822.54,History,1.83,1/10/2020,1/12/2025,Menard Litherborough
317,Abba,Pember,19,42910217.64,Biology,2.83,8/24/2021,8/24/2024,Abba Pember
318,Monique,Jacqueme,19,54860005.3,History,1.85,12/12/2019,6/2/2023,Monique Jacqueme
319,Kennedy,,18,84702119.63,Biology,3.39,6/1/2019,8/17/2025,
320,Laurent,Ryding,24,96623990.44,Computer Science,3.72,8/22/2019,12/24/2025,Laurent Ryding
321,Tybi,Sizzey,20,,History,3.99,4/15/2019,4/27/2023,Tybi Sizzey
322,Gifford,,22,82817171.82,Biology,2.22,11/17/2020,10/3/2024,Gifford Watkiss
323,Rasia,,18,27175282.95,History,2.22,10/11/2019,12/13/2023,
324,Shelley,Twelvetrees,24,69582368.93,History,3.35,6/22/2019,3/20/2023,
325,Xylia,Kevane,24,78464683.9,History,3.53,9/3/2020,9/13/2024,Xylia Kevane
326,Thelma,Hallan,23,24618448.0,Biology,2.93,10/14/2020,10/19/2025,Thelma Hallan
327,Gilles,Emerton,23,30589731.51,Computer Science,1.67,10/26/2021,6/10/2024,Gilles Emerton
328,Pat,,19,83968945.86,History,3.89,11/6/2021,10/29/2024,Pat Bugby
329,Jens,Druitt,20,75337141.12,Computer Science,0.22,6/29/2019,5/28/2023,
330,Jeana,Fleg,25,22373381.86,Biology,0.0,11/25/2021,8/6/2023,Jeana Fleg
331,Tiffanie,Blacklidge,21,31382714.26,History,3.91,12/3/2020,3/22/2023,Tiffanie Blacklidge
332,Lenard,,24,72092179.01,Biology,0.48,4/16/2020,4/22/2024,Lenard Thomson
333,Beverly,,18,45076747.42,Biology,2.27,8/26/2021,6/12/2025,Beverly Belhome
334,Porter,,19,19621458.06,Biology,3.96,8/20/2020,3/25/2023,Porter Jann
335,Tam,Louche,24,92195490.04,History,2.67,11/7/2019,1/28/2025,
336,Padget,Applewhite,22,68918549.09,Biology,3.16,9/29/2021,8/2/2025,Padget Applewhite
337,,Wickersley,19,87762479.5,Computer Science,0.58,8/18/2021,11/11/2024,Idell Wickersley
338,Michelle,Woolacott,24,11684565.29,Computer Science,2.26,11/11/2020,6/12/2024,Michelle Woolacott
339,Blair,MacMenamie,18,91179562.27,Biology,0.79,9/23/2019,6/28/2025,Blair MacMenamie
340,Crissie,Vuittet,21,51268036.2,Biology,1.11,6/17/2020,2/26/2024,
341,Danya,Canfield,21,,Biology,3.77,1/3/2019,10/31/2025,Danya Canfield
342,Ethelda,Rikel,23,10396665.27,Biology,3.78,6/16/2020,10/29/2023,Ethelda Rikel
343,Koren,Fattori,22,79313248.54,History,1.89,12/14/2020,1/25/2025,Koren Fattori
344,Orella,Hun,23,27640818.48,History,1.87,11/29/2020,1/13/2023,Orella Hun
345,Haywood,,23,79221089.59,Biology,0.57,12/9/2021,2/26/2023,Haywood Onions
346,Wendell,,20,943602.59,Biology,2.13,6/3/2019,3/25/2025,
347,Riley,McBayne,22,1857677.74,Biology,1.42,11/9/2021,7/25/2024,Riley McBayne
348,Wayland,,23,,Computer Science,0.83,2/23/2021,10/6/2025,Wayland Vogt
349,Pascale,,18,51192299.73,Computer Science,0.25,7/14/2019,8/10/2025,Pascale Bambury
350,Abran,Brimham,21,97533577.27,Computer Science,2.94,8/21/2019,12/4/2025,Abran Brimham
351,Timmy,,18,91278921.45,Computer Science,3.98,10/10/2019,4/17/2025,Timmy Aiken
352,Kerby,,23,20413702.79,Biology,1.57,3/22/2021,6/7/2024,Kerby Molian
353,Joshia,Tripony,24,12132019.35,Biology,1.49,9/20/2020,5/7/2024,Joshia Tripony
354,Clare,Dumbrall,25,94781487.97,History,0.05,11/23/2021,7/4/2024,Clare Dumbrall
355,Jill,,20,,Biology,3.35,1/2/2019,11/6/2025,Jill Cometti
356,Domini,,20,7806326.68,Computer Science,0.22,10/15/2021,12/11/2025,Domini Lucks
357,Chicky,Nacci,21,21688433.77,History,3.15,9/17/2019,1/14/2023,Chicky Nacci
358,Filmore,Ebbotts,19,6689134.75,History,3.81,3/3/2019,1/31/2024,Filmore Ebbotts
359,Towny,,19,47736672.44,Biology,0.11,3/26/2020,7/21/2023,Towny Pedroli
360,Ignace,Anchor,23,91415729.13,Computer Science,3.58,8/11/2019,5/24/2024,Ignace Anchor
361,Francisco,,25,78482801.31,History,3.24,5/24/2020,5/22/2023,
362,Blythe,D'Elia,21,,History,2.61,6/21/2020,10/24/2024,Blythe D'Elia
363,Marven,,18,98031682.62,Computer Science,0.53,2/20/2021,8/15/2024,Marven Twells
364,Gayelord,,18,,History,0.36,11/16/2020,6/20/2023,Gayelord Chominski
365,Ahmad,Ambrosini,22,,Computer Science,0.32,12/11/2020,7/7/2023,
366,Sela,Marvin,25,3753732.99,Computer Science,1.64,6/12/2019,5/20/2023,Sela Marvin
367,Roseann,Yoell,20,41723969.2,Computer Science,3.12,4/21/2019,2/17/2025,Roseann Yoell
368,Sidney,Yoakley,22,98492528.91,Biology,1.04,3/24/2021,9/6/2023,Sidney Yoakley
369,Grannie,MacAlpin,21,94448840.46,Computer Science,2.97,7/8/2019,1/5/2025,Grannie MacAlpin
370,,Harle,25,18920241.37,Computer Science,0.55,2/24/2021,9/28/2025,Miguela Harle
371,Gill,Pre,23,51323009.47,Computer Science,0.24,9/18/2019,4/9/2025,Gill Pre
372,Caryl,Burgett,25,,Computer Science,0.61,8/11/2021,4/7/2025,Caryl Burgett
373,Lusa,Suddock,18,,Biology,1.07,3/20/2019,4/13/2024,Lusa Suddock
374,Flory,Barnewille,25,35387436.95,History,0.24,9/7/2021,6/8/2023,Flory Barnewille
375,Genvieve,,23,35724266.93,Computer Science,3.94,10/18/2019,6/14/2023,Genvieve Vasiljevic
376,Tommy,Nottingam,22,23625619.17,Biology,1.84,11/16/2021,5/4/2024,Tommy Nottingam
377,Perri,Petrelli,19,,Biology,2.85,10/28/2021,7/3/2024,Perri Petrelli
378,Natalya,Norcliff,23,29517964.49,History,0.54,5/7/2020,4/17/2024,Natalya Norcliff
379,Dianemarie,Costelow,23,,Biology,1.01,6/19/2019,6/4/2025,Dianemarie Costelow
380,Anya,,19,1141940.61,History,3.63,2/20/2020,5/24/2025,Anya Megainey
381,Ashleigh,Barson,20,95943828.68,Computer Science,3.16,5/5/2020,5/31/2023,Ashleigh Barson
382,Cirstoforo,Habron,25,80849052.52,Biology,0.48,2/28/2019,4/28/2025,Cirstoforo Habron
383,Fredrick,Phipson,20,54831814.04,Biology,3.55,4/4/2019,2/28/2024,Fredrick Phipson
384,Janaya,,20,,History,3.12,3/18/2021,1/5/2025,Janaya Kellett
385,Anatole,Achromov,24,46944979.93,History,1.23,7/7/2020,6/14/2024,Anatole Achromov
386,Reece,Grishaev,20,31938792.81,Computer Science,2.1,9/16/2019,4/2/2024,
387,Marillin,Bradburn,24,28813434.69,Computer Science,2.44,7/8/2020,9/27/2024,Marillin Bradburn
388,Stephenie,Chern,25,99896527.14,History,0.44,5/26/2021,7/11/2025,Stephenie Chern
389,Rufe,Grimston,23,37274578.46,Computer Science,1.21,2/13/2019,11/26/2024,Rufe Grimston
390,Annice,Klimek,22,73122298.19,Computer Science,3.84,8/3/2019,9/28/2023,Annice Klimek
391,Thibaut,Chatt,20,42337979.63,Computer Science,3.99,8/18/2021,1/27/2023,Thibaut Chatt
392,Kathy,Mighele,20,,Computer Science,0.32,4/18/2020,6/1/2023,Kathy Mighele
393,Orel,Manchester,21,,Computer Science,2.38,1/3/2020,9/12/2024,Orel Manchester
394,Gannon,Lemme,22,16218635.9,Computer Science,0.66,11/10/2021,8/21/2024,Gannon Lemme
395,,Josefsohn,22,51170508.46,Computer Science,2.39,6/14/2019,8/8/2023,
396,Deb,Abbey,23,,Computer Science,1.16,11/15/2020,3/25/2024,
397,,Wix,23,,Computer Science,2.34,5/29/2019,4/20/2024,Reina Wix
398,Brooks,MacAfee,20,44224948.94,Computer Science,0.69,6/15/2019,8/10/2024,Brooks MacAfee
399,Sib,,20,77010195.12,Biology,1.04,7/25/2019,9/25/2023,Sib Connal
400,Brand,M'Chirrie,19,54024647.67,History,0.58,1/7/2021,11/16/2023,Brand M'Chirrie
401,Cherie,Antonetti,23,10744790.53,Biology,2.24,7/26/2020,5/6/2024,Cherie Antonetti
402,Thibaut,Ducrow,21,,History,2.25,7/20/2019,12/1/2023,Thibaut Ducrow
403,Bert,Birtwisle,21,5325186.24,Biology,3.06,11/10/2019,11/19/2024,Bert Birtwisle
404,Blondell,Briereton,19,69699574.35,Computer Science,3.87,11/2/2021,11/17/2024,Blondell Briereton
405,Conny,Mattisssen,20,38604802.84,History,0.71,6/11/2020,12/7/2025,Conny Mattisssen
406,,Bridie,25,97466955.46,Biology,0.22,3/25/2019,6/1/2025,
407,Lettie,Desseine,22,14712913.09,Biology,3.32,1/25/2020,5/9/2025,Lettie Desseine
408,Maggie,Coventry,22,,History,2.57,5/16/2019,1/27/2025,Maggie Coventry
409,Shanon,,19,94093108.3,Computer Science,1.86,2/17/2020,7/12/2023,Shanon Beadham
410,,Delong,22,970433.1,Computer Science,0.58,4/9/2021,1/13/2025,
411,Nicholas,Shildrick,22,97440488.74,Computer Science,1.67,8/16/2021,5/6/2025,Nicholas Shildrick
412,Lodovico,Jowsey,24,58871457.18,Computer Science,3.14,8/23/2021,9/29/2025,Lodovico Jowsey
413,Lynn,Didsbury,24,,History,3.82,12/29/2019,4/24/2024,Lynn Didsbury
414,Kayne,,22,,Computer Science,3.02,3/20/2021,11/22/2023,Kayne Bernadot
415,Parnell,Laister,20,48976335.2,History,0.72,6/13/2019,7/14/2024,Parnell Laister
416,Ive,Pasmore,22,1434253.23,Biology,0.18,5/5/2021,6/13/2024,Ive Pasmore
417,Christos,Drissell,20,66952215.61,History,0.79,8/25/2021,10/4/2023,
418,Edward,,19,46344130.86,Biology,2.23,1/4/2020,10/26/2025,Edward Edmeads
419,Vidovik,Simonot,20,91102431.78,Biology,3.79,11/11/2021,3/19/2023,Vidovik Simonot
420,Janenna,Legen,20,90909616.31,Biology,0.17,4/1/2020,7/10/2024,Janenna Legen
421,Deerdre,,24,25382811.76,Biology,0.32,11/21/2019,11/25/2024,Deerdre Gilbertson
422,Salvidor,,25,14773701.49,Biology,1.7,11/7/2019,11/19/2023,Salvidor Figgures
423,Keenan,Bramhill,21,13323964.54,Computer Science,2.96,7/16/2019,12/1/2023,Keenan Bramhill
424,Hobard,,22,,History,1.89,3/14/2021,1/27/2024,Hobard Killich
425,Leandra,Pauluzzi,21,14556311.45,History,0.11,7/14/2021,3/31/2023,Leandra Pauluzzi
426,,,23,51034927.62,Biology,2.8,6/24/2019,1/28/2023,Lisbeth Jubert
427,Lisha,Janssens,24,,Computer Science,1.05,8/11/2021,2/18/2024,Lisha Janssens
428,Hew,McKibben,20,89747615.73,Biology,2.41,3/20/2020,10/31/2025,
429,Dinny,MacNess,21,76897490.37,History,2.24,7/8/2019,1/20/2025,Dinny MacNess
430,,,24,65825236.59,Computer Science,1.88,12/22/2021,4/17/2025,Jocelyn Dobkin
431,Ingrid,Hanington,18,,Computer Science,1.23,8/2/2019,12/14/2023,Ingrid Hanington
432,Niki,Mitskevich,21,29036255.81,History,2.02,6/15/2020,12/5/2024,Niki Mitskevich
433,Allix,Harpur,25,,History,0.74,7/31/2019,4/27/2025,Allix Harpur
434,Jerrie,Makiver,24,25832541.04,History,2.54,5/11/2021,4/20/2023,Jerrie Makiver
435,Dasha,Goldsworthy,21,20335555.84,Computer Science,0.75,7/2/2021,7/4/2023,Dasha Goldsworthy
436,Gweneth,Pietrzak,21,23693028.47,Computer Science,2.52,2/9/2020,10/11/2024,Gweneth Pietrzak
437,Judith,,24,29452710.41,History,2.14,4/15/2020,2/19/2025,Judith Files
438,Lance,McGuire,18,6962335.02,History,1.37,6/13/2019,4/12/2025,Lance McGuire
439,Holly,Palatino,19,68602760.13,History,1.01,2/21/2019,5/8/2023,Holly Palatino
440,,,22,69212938.73,Computer Science,1.75,6/21/2021,12/2/2023,Egan MacKey
441,Torin,,22,50554553.09,History,3.01,7/6/2021,8/11/2023,Torin Pellant
442,Pepito,,18,52270903.24,Computer Science,2.44,2/1/2019,11/12/2023,Pepito Boniface
443,Gabriella,Shaplin,24,8225472.51,Computer Science,3.13,10/12/2019,10/9/2024,Gabriella Shaplin
444,Sheila,Heam,18,31029907.93,Biology,2.32,3/7/2021,6/10/2024,Sheila Heam
445,Kirsteni,,18,,Computer Science,0.72,5/15/2019,5/29/2024,Kirsteni Danbi
446,Shane,,21,,Computer Science,1.14,5/2/2019,9/21/2024,
447,Traci,,21,35623250.92,Computer Science,0.6,6/12/2020,9/6/2023,Traci Castelli
448,Rona,,22,42444884.95,Biology,3.59,11/1/2020,4/25/2023,Rona Shenley
449,Yolanthe,,20,42580626.5,Biology,2.53,1/29/2021,9/17/2025,Yolanthe Jailler
450,Harlie,Jeanes,21,40446127.43,History,2.36,9/3/2021,1/19/2025,Harlie Jeanes
451,Karol,McGlynn,19,67651286.91,History,1.46,3/2/2021,4/20/2024,Karol McGlynn
452,Rubetta,,20,,Computer Science,1.54,7/6/2019,10/7/2025,
453,Audrey,Hellin,25,8498440.98,History,3.24,4/5/2021,2/22/2025,Audrey Hellin
454,Sunshine,Forrester,22,41574326.95,Computer Science,3.72,8/10/2019,12/5/2023,Sunshine Forrester
455,Morton,Gabbett,21,27724865.96,History,3.21,10/5/2020,1/4/2023,Morton Gabbett
456,Kennedy,,18,29694018.55,History,3.2,6/10/2019,2/3/2024,Kennedy Utley
457,Wendie,Battram,22,50806490.73,Biology,0.52,8/4/2021,3/29/2024,Wendie Battram
458,Lorilyn,,23,33810044.86,Biology,1.44,12/11/2021,10/19/2025,Lorilyn Hawkyens
459,,Base,25,1404547.39,Computer Science,3.56,1/20/2019,12/14/2025,Ximenes Base
460,Kele,,23,88510958.01,History,1.12,3/15/2019,11/30/2025,Kele Alfonsini
461,Dex,McAline,25,,History,1.49,7/27/2019,7/1/2024,Dex McAline
462,Reena,Agron,18,77224806.66,Biology,3.54,5/24/2021,7/13/2024,Reena Agron
463,Mitzi,,19,91518820.96,Computer Science,3.22,3/7/2021,5/6/2023,Mitzi Placido
464,,Ruegg,20,96734718.16,History,1.3,10/8/2020,10/28/2024,Carla Ruegg
465,Antonie,McEntee,25,60668684.55,Biology,1.01,2/16/2021,7/5/2023,Antonie McEntee
466,Ddene,Tregunna,25,45942773.07,Computer Science,1.96,9/4/2019,7/30/2024,Ddene Tregunna
467,Conrado,Fairbrace,18,87494828.73,History,3.64,12/8/2021,10/6/2025,Conrado Fairbrace
468,Jessika,O'Carrol,22,,Computer Science,0.04,9/6/2021,8/16/2025,Jessika O'Carrol
469,Morena,Clatworthy,21,7521350.0,History,0.24,5/24/2020,11/7/2025,Morena Clatworthy
470,Leonhard,Spadari,22,47217449.11,History,2.75,6/15/2019,8/29/2024,Leonhard Spadari
471,Seline,,21,37368947.27,Computer Science,0.28,11/24/2020,10/18/2025,Seline Brakewell
472,Kermit,Brilleman,24,32512857.29,Computer Science,1.38,4/6/2019,1/8/2025,Kermit Brilleman
473,Kesley,Braghini,25,1007115.74,History,1.73,12/23/2020,8/26/2025,Kesley Braghini
474,Berenice,Wort,25,46427995.44,History,2.62,7/26/2020,9/9/2023,Berenice Wort
475,Sergeant,,24,36117203.54,History,3.88,5/17/2020,3/20/2024,Sergeant Girault
476,Amara,Brownill,19,62425426.42,Biology,0.86,3/8/2020,4/5/2025,
477,Lyda,Raistrick,23,15320278.95,Biology,0.64,2/17/2019,5/31/2023,Lyda Raistrick
478,Pippy,Fairhurst,24,60762783.16,Biology,0.68,9/25/2020,2/21/2024,Pippy Fairhurst
479,Robbie,Roydon,21,52239559.36,Biology,0.5,4/21/2021,12/9/2024,
480,Guillemette,,20,98553890.63,Biology,0.48,7/2/2019,8/14/2024,Guillemette Fackrell
481,Delmer,Cullum,23,63448360.09,Biology,2.07,11/24/2019,5/14/2023,Delmer Cullum
482,Costanza,Yerrington,20,79702123.52,Computer Science,1.98,6/5/2021,7/2/2023,Costanza Yerrington
483,Chandal,,21,58850782.63,Biology,0.62,5/7/2019,7/18/2023,Chandal Knifton
484,Bibbie,,24,28764231.85,History,1.59,11/10/2019,7/6/2025,Bibbie Corradengo
485,Rois,Locket,21,84412715.96,Biology,2.99,1/25/2019,11/19/2024,Rois Locket
486,Aloisia,Gehring,22,27444360.01,Computer Science,1.88,6/29/2021,1/20/2024,Aloisia Gehring
487,Barret,Boyland,25,86838159.93,History,2.96,3/12/2019,8/19/2024,Barret Boyland
488,Bliss,,21,42826318.95,History,3.21,9/26/2021,3/27/2023,Bliss Smeeth
489,,,18,,History,0.41,9/18/2020,11/30/2024,Barbi Loudon
490,Romy,,23,56290728.02,History,3.14,5/30/2021,8/18/2024,Romy Loynton
491,Dianne,Rowly,18,64341482.5,Biology,1.01,12/25/2020,8/3/2025,
492,Lissi,,18,,History,2.3,1/3/2020,1/20/2025,Lissi Yurmanovev
493,Lynna,Solley,19,12704138.42,Biology,3.42,5/4/2019,12/17/2025,
494,Urson,Eixenberger,19,32932437.31,Computer Science,0.26,7/25/2019,7/16/2024,Urson Eixenberger
495,,,24,89905113.8,Biology,2.08,2/12/2019,2/29/2024,Tucky Penhale
496,Laura,Bjorkan,25,46393715.85,Computer Science,3.65,3/3/2020,1/3/2025,
497,Granger,Keohane,18,21618252.59,Computer Science,1.0,5/12/2019,4/7/2024,Granger Keohane
498,Shannon,Fawdrey,22,,Biology,2.85,10/23/2020,2/15/2024,
499,Janene,De Bischop,20,24081729.44,Biology,1.63,5/2/2021,12/18/2025,Janene De Bischop
500,Shell,Brisley,25,,Biology,3.71,6/3/2021,9/7/2023,Shell Brisley
501,Fletcher,Elves,22,70717426.15,Biology,2.81,3/16/2020,4/24/2025,Fletcher Elves
502,Shamus,Chess,18,72433586.77,Biology,1.9,4/8/2020,8/29/2023,Shamus Chess
503,Ransom,,21,,Biology,3.69,10/29/2019,1/12/2023,Ransom McArthur
504,,Swadden,18,,History,3.26,3/28/2021,2/23/2024,Dniren Swadden
505,Rock,Bigham,22,68625648.78,Biology,1.68,5/27/2019,1/23/2024,Rock Bigham
506,Loutitia,Aynscombe,19,98689063.34,Biology,3.23,2/14/2020,7/7/2024,Loutitia Aynscombe
507,Diahann,Phippard,24,93506758.57,Computer Science,3.84,2/7/2019,2/17/2023,Diahann Phippard
508,Balduin,,21,,Computer Science,0.96,7/29/2020,5/18/2025,Balduin Bargh
509,Davidson,Vaughton,25,12700693.84,Biology,3.22,6/6/2019,8/3/2025,Davidson Vaughton
510,Baxie,,18,80304683.24,History,0.61,3/13/2021,6/21/2024,Baxie Embling
511,Jed,,19,4641211.03,History,1.73,9/25/2020,1/22/2025,Jed Haddock
512,Carolin,Rene,23,24829002.43,Biology,3.75,7/22/2020,11/19/2024,Carolin Rene
513,Bernette,Clewlowe,19,42433124.9,Computer Science,2.73,2/24/2019,10/6/2024,Bernette Clewlowe
514,Kerrin,Saladino,24,,Computer Science,3.89,12/28/2020,10/23/2024,
515,Lorita,Hacquel,19,44476742.42,History,3.69,12/9/2020,9/1/2024,Lorita Hacquel
516,,,24,85081431.89,Biology,3.97,9/29/2020,11/16/2025,Allyn Maleham
517,Lucio,Wrack,19,,Biology,1.34,1/30/2020,3/10/2024,Lucio Wrack
518,Deirdre,Loder,21,28508652.78,History,3.82,5/26/2020,5/4/2025,Deirdre Loder
519,Caterina,,21,,Biology,1.44,9/1/2021,12/16/2024,Caterina Youell
520,Emmalyn,,19,22841558.5,History,2.83,5/26/2020,9/2/2025,Emmalyn Kruschov
521,Liza,Dugald,20,69664516.92,Biology,3.65,10/1/2020,6/5/2025,Liza Dugald
522,Jinny,,19,45651740.95,Computer Science,3.0,3/25/2019,10/25/2025,Jinny Lidgerton
523,Aloise,Wiltshear,22,,Biology,3.15,1/5/2021,5/26/2023,Aloise Wiltshear
524,Scott,Spindler,22,28078962.56,Biology,2.79,6/1/2021,1/23/2023,Scott Spindler
525,Cami,,25,82618087.2,Computer Science,0.03,4/3/2021,1/12/2023,Cami Gonet
526,Ruddie,Jeeves,24,40720622.48,Computer Science,2.43,8/15/2019,7/10/2023,Ruddie Jeeves
527,Tonnie,Matiashvili,22,17409697.12,Biology,1.03,5/16/2020,8/15/2023,Tonnie Matiashvili
528,Corrie,Grabert,18,,Computer Science,1.23,8/15/2020,11/12/2023,Corrie Grabert
529,Gwyneth,,18,76934247.99,Biology,0.5,7/27/2019,10/6/2023,Gwyneth Siseland
530,Legra,MacDonogh,25,96084225.57,Biology,1.8,10/28/2020,9/12/2023,Legra MacDonogh
531,Ferdinand,Benneton,23,,Computer Science,2.1,12/5/2021,3/21/2023,Ferdinand Benneton
532,Dru,Gillon,23,20606012.44,History,3.24,9/25/2019,6/25/2024,Dru Gillon
533,Adamo,Jermyn,19,79775670.7,Biology,0.37,12/20/2019,1/10/2023,Adamo Jermyn
534,Marlowe,,18,33207021.54,Computer Science,1.03,6/2/2020,12/13/2024,Marlowe Scoines
535,Arie,,25,3478311.77,Computer Science,1.01,2/4/2019,12/24/2023,Arie Brehat
536,Loise,Hatcliffe,20,71989592.69,Computer Science,1.54,5/6/2021,11/24/2025,Loise Hatcliffe
537,Sybila,,21,37612631.03,History,3.42,1/25/2021,6/15/2024,Sybila Suffe
538,Esmaria,Snasdell,25,71900929.88,History,0.18,10/12/2019,7/19/2023,
539,Orville,Biscomb,24,48619523.13,History,2.8,1/20/2020,2/22/2025,Orville Biscomb
540,Reynolds,,19,91409602.5,Biology,3.83,8/6/2020,1/17/2025,Reynolds Champneys
541,Gradey,Sivell,24,72974602.75,History,0.32,4/7/2020,8/24/2024,Gradey Sivell
542,Kerstin,,22,,History,3.17,2/11/2021,3/20/2023,Kerstin Manjin
543,Winna,Pizzie,23,42934469.21,Biology,1.14,2/22/2020,12/1/2023,Winna Pizzie
544,Haskell,,23,88627070.46,Computer Science,3.28,2/9/2021,12/9/2024,Haskell Gallimore
545,,Larter,23,60631760.95,Computer Science,3.6,12/24/2021,1/7/2024,Ashla Larter
546,Frederic,,23,51056713.15,History,1.97,1/22/2021,2/22/2025,Frederic Glanz
547,Harp,Holmyard,21,32256375.39,Computer Science,3.47,10/18/2020,11/25/2023,Harp Holmyard
548,Anna-maria,Scutt,20,31378681.57,Computer Science,3.88,1/4/2019,12/19/2024,Anna-maria Scutt
549,,,22,61526881.02,Computer Science,2.57,2/9/2019,5/29/2023,Franzen Exer
550,Burch,,21,19669914.13,Biology,2.79,7/29/2019,5/20/2025,Burch Ivel
551,Angelique,,21,74485628.69,History,3.08,9/9/2021,5/12/2024,Angelique Barnett
552,Johnathon,,19,97350340.52,Computer Science,1.89,12/15/2019,8/14/2024,
553,Forest,Perrycost,24,,Computer Science,2.26,5/27/2021,10/20/2025,Forest Perrycost
554,Wynne,Iiannoni,23,1911738.84,Computer Science,1.96,6/15/2019,7/12/2023,Wynne Iiannoni
555,Cecilia,,24,7716906.14,Computer Science,1.17,7/5/2020,6/2/2025,Cecilia Weinham
556,Wini,,23,29824510.3,Biology,2.78,4/2/2021,3/4/2025,Wini Hearsum
557,Andre,Wollers,25,42034435.34,Biology,0.72,6/30/2020,4/9/2023,Andre Wollers
558,Karlan,East,19,74065365.43,Computer Science,3.34,5/3/2020,5/1/2025,Karlan East
559,Fabian,,20,7908891.51,Biology,2.57,8/5/2019,1/27/2025,Fabian Scard
560,Galven,Ewbank,23,83073794.02,History,1.21,3/28/2019,2/1/2025,Galven Ewbank
561,Minne,Back,22,78182405.07,Computer Science,0.17,3/3/2021,9/5/2024,Minne Back
562,Orelle,Bend,20,22544672.68,Biology,2.99,10/3/2021,8/2/2023,Orelle Bend
563,Rafferty,Dello,19,12743056.93,Biology,1.33,9/21/2020,5/8/2023,Rafferty Dello
564,Melvyn,,18,4482623.8,Computer Science,3.77,10/26/2020,7/2/2024,Melvyn Lamp
565,Hurley,Ivashnyov,20,46141110.55,History,0.95,4/13/2021,9/10/2024,Hurley Ivashnyov
566,Dru,,18,,Biology,3.62,3/17/2020,7/28/2024,Dru Neles
567,,Keenlyside,24,67434280.32,History,2.02,7/7/2020,5/28/2023,Travers Keenlyside
568,Lowell,,20,,Biology,3.49,10/13/2019,3/23/2025,Lowell Merrill
569,Conan,Hardwell,18,92815773.35,Computer Science,3.57,2/5/2020,12/22/2025,Conan Hardwell
570,Allard,Cutsforth,21,,Computer Science,3.17,9/13/2019,10/18/2023,Allard Cutsforth
571,Aubert,Daintier,21,,Biology,3.79,8/10/2021,11/27/2024,Aubert Daintier
572,Easter,,21,63007297.88,Biology,3.84,12/18/2019,4/17/2025,
573,Binni,,22,46837394.88,Biology,3.59,4/23/2021,1/12/2023,Binni Mundall
574,,Naisbit,25,80584480.15,History,0.51,4/10/2021,9/12/2025,Benji Naisbit
575,Felice,Plumb,20,82179193.06,History,1.18,10/1/2019,6/18/2023,
576,Nomi,Mullany,25,61651077.94,Biology,2.87,4/3/2019,9/23/2025,Nomi Mullany
577,Zane,Dziwisz,25,43574130.21,Biology,2.98,10/1/2021,3/5/2025,Zane Dziwisz
578,Virgie,,21,44467425.52,Computer Science,2.1,2/5/2020,12/4/2025,Virgie Littlefield
579,Leonie,,18,,Biology,2.19,6/19/2019,3/14/2023,Leonie Gronou
580,,Laxton,19,,Computer Science,2.36,5/20/2020,4/7/2025,Fraze Laxton
581,Kimmi,,22,25044996.91,Biology,3.88,6/4/2020,10/17/2023,Kimmi Agnolo
